== startdev 2023-07-31T16:01:00Z Start Airflow local containers
Attaching to airflow-airflow-init-1, airflow-airflow-scheduler-1, airflow-airflow-triggerer-1, airflow-airflow-webserver-1, airflow-airflow-worker-1, airflow-postgres-1, airflow-redis-1
airflow-airflow-init-1       | 
airflow-airflow-webserver-1  | 172.19.0.1 - - [31/Jul/2023:16:51:17 +0000] "GET /static/appbuilder/css/flags/flags16.css HTTP/1.1" 304 0 "http://localhost:8080/home?status=all" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0"
airflow-airflow-webserver-1  | 172.19.0.1 - - [31/Jul/2023:16:51:17 +0000] "GET /static/appbuilder/select2/select2.css HTTP/1.1" 304 0 "http://localhost:8080/home?status=all" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0"
airflow-airflow-webserver-1  | 172.19.0.1 - - [31/Jul/2023:16:51:17 +0000] "GET /static/appbuilder/css/ab.css HTTP/1.1" 304 0 "http://localhost:8080/home?status=all" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0"
airflow-airflow-webserver-1  | 172.19.0.1 - - [31/Jul/2023:16:51:17 +0000] "GET /static/dist/airflowDefaultTheme.9c52407a4b82b6d0a2da.css HTTP/1.1" 304 0 "http://localhost:8080/home?status=all" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0"
airflow-airflow-webserver-1  | 172.19.0.1 - - [31/Jul/2023:16:51:17 +0000] "GET /static/dist/materialIcons.087c3315826ce743dc8d.css HTTP/1.1" 304 0 "http://localhost:8080/home?status=all" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0"
airflow-airflow-webserver-1  | 172.19.0.1 - - [31/Jul/2023:16:51:17 +0000] "GET /static/dist/switch.ed802dd5ece5b1999671.css HTTP/1.1" 304 0 "http://localhost:8080/home?status=all" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0"
airflow-airflow-webserver-1  | 172.19.0.1 - - [31/Jul/2023:16:51:17 +0000] "GET /static/dist/main.7482f675ad7c97dc7702.css HTTP/1.1" 304 0 "http://localhost:8080/home?status=all" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0"
airflow-airflow-webserver-1  | 172.19.0.1 - - [31/Jul/2023:16:51:17 +0000] "GET /static/dist/loadingDots.5da42d00b5455806e709.css HTTP/1.1" 304 0 "http://localhost:8080/home?status=all" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0"
airflow-airflow-webserver-1  | 172.19.0.1 - - [31/Jul/2023:16:51:17 +0000] "GET /static/dist/bootstrap-datetimepicker.min.css HTTP/1.1" 304 0 "http://localhost:8080/home?status=all" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0"
airflow-airflow-webserver-1  | 172.19.0.1 - - [31/Jul/2023:16:51:17 +0000] "GET /static/dist/dags.75834f6135d1a798beb8.css HTTP/1.1" 304 0 "http://localhost:8080/home?status=all" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0"
airflow-airflow-webserver-1  | 172.19.0.1 - - [31/Jul/2023:16:51:17 +0000] "GET /static/appbuilder/js/jquery-latest.js HTTP/1.1" 304 0 "http://localhost:8080/home?status=all" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0"
airflow-airflow-webserver-1  | 172.19.0.1 - - [31/Jul/2023:16:51:17 +0000] "GET /static/appbuilder/js/ab_filters.js HTTP/1.1" 304 0 "http://localhost:8080/home?status=all" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0"
airflow-airflow-webserver-1  | 172.19.0.1 - - [31/Jul/2023:16:51:17 +0000] "GET /static/appbuilder/js/ab_actions.js HTTP/1.1" 304 0 "http://localhost:8080/home?status=all" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0"
airflow-airflow-webserver-1  | 172.19.0.1 - - [31/Jul/2023:16:51:17 +0000] "GET /static/dist/flash.a58a9322159cd5cd08c3.css HTTP/1.1" 304 0 "http://localhost:8080/home?status=all" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0"
airflow-airflow-webserver-1  | 172.19.0.1 - - [31/Jul/2023:16:51:17 +0000] "GET /static/appbuilder/js/bootstrap.min.js HTTP/1.1" 304 0 "http://localhost:8080/home?status=all" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0"
airflow-airflow-webserver-1  | 172.19.0.1 - - [31/Jul/2023:16:51:17 +0000] "GET /static/appbuilder/datepicker/bootstrap-datepicker.js HTTP/1.1" 304 0 "http://localhost:8080/home?status=all" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0"
airflow-airflow-webserver-1  | 172.19.0.1 - - [31/Jul/2023:16:51:17 +0000] "GET /static/appbuilder/js/ab.js HTTP/1.1" 304 0 "http://localhost:8080/home?status=all" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0"
airflow-airflow-webserver-1  | 172.19.0.1 - - [31/Jul/2023:16:51:17 +0000] "GET /static/appbuilder/select2/select2.js HTTP/1.1" 304 0 "http://localhost:8080/home?status=all" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0"
airflow-airflow-webserver-1  | 172.19.0.1 - - [31/Jul/2023:16:51:17 +0000] "GET /static/dist/moment.805846635248ee428644.js HTTP/1.1" 304 0 "http://localhost:8080/home?status=all" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0"
airflow-airflow-webserver-1  | 172.19.0.1 - - [31/Jul/2023:16:51:17 +0000] "GET /static/dist/main.7482f675ad7c97dc7702.js HTTP/1.1" 304 0 "http://localhost:8080/home?status=all" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0"
airflow-airflow-webserver-1  | 172.19.0.1 - - [31/Jul/2023:16:51:17 +0000] "GET /static/dist/bootstrap-datetimepicker.min.js HTTP/1.1" 304 0 "http://localhost:8080/home?status=all" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0"
airflow-airflow-webserver-1  | 172.19.0.1 - - [31/Jul/2023:16:51:17 +0000] "GET /static/dist/bootstrap3-typeahead.min.js HTTP/1.1" 304 0 "http://localhost:8080/home?status=all" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0"
airflow-airflow-webserver-1  | 172.19.0.1 - - [31/Jul/2023:16:51:17 +0000] "GET /static/dist/d3.min.js HTTP/1.1" 304 0 "http://localhost:8080/home?status=all" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0"
airflow-airflow-webserver-1  | 172.19.0.1 - - [31/Jul/2023:16:51:17 +0000] "GET /static/dist/dags.75834f6135d1a798beb8.js HTTP/1.1" 304 0 "http://localhost:8080/home?status=all" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0"
airflow-airflow-webserver-1  | 172.19.0.1 - - [31/Jul/2023:16:51:18 +0000] "POST /blocked HTTP/1.1" 200 2 "http://localhost:8080/home?status=all" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0"
airflow-airflow-webserver-1  | 172.19.0.1 - - [31/Jul/2023:16:51:18 +0000] "POST /last_dagruns HTTP/1.1" 200 2 "http://localhost:8080/home?status=all" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0"
airflow-airflow-webserver-1  | 172.19.0.1 - - [31/Jul/2023:16:51:18 +0000] "POST /dag_stats HTTP/1.1" 200 8120 "http://localhost:8080/home?status=all" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0"
airflow-airflow-webserver-1  | 172.19.0.1 - - [31/Jul/2023:16:51:18 +0000] "POST /task_stats HTTP/1.1" 200 26005 "http://localhost:8080/home?status=all" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0"
airflow-airflow-webserver-1  | 127.0.0.1 - - [31/Jul/2023:16:51:25 +0000] "GET /health HTTP/1.1" 200 243 "-" "curl/7.74.0"
airflow-airflow-triggerer-1  | [[34m2023-07-31T16:51:26.861+0000[0m] {[34mtriggerer_job_runner.py:[0m483} INFO[0m - 0 triggers currently running[0m
airflow-airflow-webserver-1  | 127.0.0.1 - - [31/Jul/2023:16:51:55 +0000] "GET /health HTTP/1.1" 200 243 "-" "curl/7.74.0"
airflow-airflow-webserver-1  | 172.19.0.1 - - [31/Jul/2023:16:52:05 +0000] "GET /home?status=all HTTP/1.1" 200 419815 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0"
airflow-airflow-webserver-1  | 172.19.0.1 - - [31/Jul/2023:16:52:05 +0000] "GET /static/appbuilder/css/fontawesome/fontawesome.min.css HTTP/1.1" 304 0 "http://localhost:8080/home?status=all" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0"
airflow-airflow-webserver-1  | 172.19.0.1 - - [31/Jul/2023:16:52:05 +0000] "GET /static/appbuilder/css/bootstrap.min.css HTTP/1.1" 304 0 "http://localhost:8080/home?status=all" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0"
airflow-airflow-webserver-1  | 172.19.0.1 - - [31/Jul/2023:16:52:05 +0000] "GET /static/appbuilder/css/fontawesome/brands.min.css HTTP/1.1" 304 0 "http://localhost:8080/home?status=all" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0"
airflow-airflow-webserver-1  | 172.19.0.1 - - [31/Jul/2023:16:52:05 +0000] "GET /static/appbuilder/css/fontawesome/v4-shims.min.css HTTP/1.1" 304 0 "http://localhost:8080/home?status=all" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0"
airflow-airflow-webserver-1  | 172.19.0.1 - - [31/Jul/2023:16:52:05 +0000] "GET /static/appbuilder/css/fontawesome/solid.min.css HTTP/1.1" 304 0 "http://localhost:8080/home?status=all" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0"
airflow-airflow-webserver-1  | 172.19.0.1 - - [31/Jul/2023:16:52:05 +0000] "GET /static/appbuilder/css/fontawesome/regular.min.css HTTP/1.1" 304 0 "http://localhost:8080/home?status=all" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0"
airflow-airflow-webserver-1  | 172.19.0.1 - - [31/Jul/2023:16:52:05 +0000] "GET /static/appbuilder/select2/select2-bootstrap-theme.css HTTP/1.1" 304 0 "http://localhost:8080/home?status=all" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0"
airflow-airflow-webserver-1  | 172.19.0.1 - - [31/Jul/2023:16:52:05 +0000] "GET /static/appbuilder/select2/select2.css HTTP/1.1" 304 0 "http://localhost:8080/home?status=all" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0"
airflow-airflow-webserver-1  | 172.19.0.1 - - [31/Jul/2023:16:52:05 +0000] "GET /static/appbuilder/datepicker/bootstrap-datepicker.css HTTP/1.1" 304 0 "http://localhost:8080/home?status=all" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0"
airflow-airflow-webserver-1  | 172.19.0.1 - - [31/Jul/2023:16:52:05 +0000] "GET /static/appbuilder/css/flags/flags16.css HTTP/1.1" 304 0 "http://localhost:8080/home?status=all" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0"
airflow-airflow-webserver-1  | 172.19.0.1 - - [31/Jul/2023:16:52:05 +0000] "GET /static/appbuilder/css/ab.css HTTP/1.1" 304 0 "http://localhost:8080/home?status=all" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0"
airflow-airflow-webserver-1  | 172.19.0.1 - - [31/Jul/2023:16:52:05 +0000] "GET /static/dist/airflowDefaultTheme.9c52407a4b82b6d0a2da.css HTTP/1.1" 304 0 "http://localhost:8080/home?status=all" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0"
airflow-airflow-webserver-1  | 172.19.0.1 - - [31/Jul/2023:16:52:05 +0000] "GET /static/dist/materialIcons.087c3315826ce743dc8d.css HTTP/1.1" 304 0 "http://localhost:8080/home?status=all" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0"
airflow-airflow-webserver-1  | 172.19.0.1 - - [31/Jul/2023:16:52:05 +0000] "GET /static/dist/loadingDots.5da42d00b5455806e709.css HTTP/1.1" 304 0 "http://localhost:8080/home?status=all" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0"
airflow-airflow-webserver-1  | 172.19.0.1 - - [31/Jul/2023:16:52:05 +0000] "GET /static/dist/main.7482f675ad7c97dc7702.css HTTP/1.1" 304 0 "http://localhost:8080/home?status=all" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0"
airflow-airflow-webserver-1  | 172.19.0.1 - - [31/Jul/2023:16:52:05 +0000] "GET /static/dist/bootstrap-datetimepicker.min.css HTTP/1.1" 304 0 "http://localhost:8080/home?status=all" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0"
airflow-airflow-webserver-1  | 172.19.0.1 - - [31/Jul/2023:16:52:05 +0000] "GET /static/dist/switch.ed802dd5ece5b1999671.css HTTP/1.1" 304 0 "http://localhost:8080/home?status=all" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0"
airflow-airflow-webserver-1  | 172.19.0.1 - - [31/Jul/2023:16:52:05 +0000] "GET /static/dist/dags.75834f6135d1a798beb8.css HTTP/1.1" 304 0 "http://localhost:8080/home?status=all" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0"
airflow-airflow-webserver-1  | 172.19.0.1 - - [31/Jul/2023:16:52:05 +0000] "GET /static/appbuilder/js/jquery-latest.js HTTP/1.1" 304 0 "http://localhost:8080/home?status=all" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0"
airflow-airflow-webserver-1  | 172.19.0.1 - - [31/Jul/2023:16:52:05 +0000] "GET /static/appbuilder/js/ab_actions.js HTTP/1.1" 304 0 "http://localhost:8080/home?status=all" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0"
airflow-airflow-webserver-1  | 172.19.0.1 - - [31/Jul/2023:16:52:05 +0000] "GET /static/dist/flash.a58a9322159cd5cd08c3.css HTTP/1.1" 304 0 "http://localhost:8080/home?status=all" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0"
airflow-airflow-webserver-1  | 172.19.0.1 - - [31/Jul/2023:16:52:05 +0000] "GET /static/appbuilder/js/ab_filters.js HTTP/1.1" 304 0 "http://localhost:8080/home?status=all" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0"
airflow-airflow-webserver-1  | 172.19.0.1 - - [31/Jul/2023:16:52:05 +0000] "GET /static/appbuilder/js/bootstrap.min.js HTTP/1.1" 304 0 "http://localhost:8080/home?status=all" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0"
airflow-airflow-webserver-1  | 172.19.0.1 - - [31/Jul/2023:16:52:05 +0000] "GET /static/appbuilder/datepicker/bootstrap-datepicker.js HTTP/1.1" 304 0 "http://localhost:8080/home?status=all" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0"
airflow-airflow-webserver-1  | 172.19.0.1 - - [31/Jul/2023:16:52:05 +0000] "GET /static/appbuilder/js/ab.js HTTP/1.1" 304 0 "http://localhost:8080/home?status=all" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0"
airflow-airflow-webserver-1  | 172.19.0.1 - - [31/Jul/2023:16:52:05 +0000] "GET /static/appbuilder/select2/select2.js HTTP/1.1" 304 0 "http://localhost:8080/home?status=all" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0"
airflow-airflow-webserver-1  | 172.19.0.1 - - [31/Jul/2023:16:52:05 +0000] "GET /static/dist/moment.805846635248ee428644.js HTTP/1.1" 304 0 "http://localhost:8080/home?status=all" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0"
airflow-airflow-webserver-1  | 172.19.0.1 - - [31/Jul/2023:16:52:05 +0000] "GET /static/dist/bootstrap-datetimepicker.min.js HTTP/1.1" 304 0 "http://localhost:8080/home?status=all" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0"
airflow-airflow-webserver-1  | 172.19.0.1 - - [31/Jul/2023:16:52:05 +0000] "GET /static/dist/main.7482f675ad7c97dc7702.js HTTP/1.1" 304 0 "http://localhost:8080/home?status=all" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0"
airflow-airflow-webserver-1  | 172.19.0.1 - - [31/Jul/2023:16:52:05 +0000] "GET /static/dist/bootstrap3-typeahead.min.js HTTP/1.1" 304 0 "http://localhost:8080/home?status=all" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0"
airflow-airflow-webserver-1  | 172.19.0.1 - - [31/Jul/2023:16:52:05 +0000] "GET /static/dist/dags.75834f6135d1a798beb8.js HTTP/1.1" 304 0 "http://localhost:8080/home?status=all" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0"
airflow-airflow-webserver-1  | 172.19.0.1 - - [31/Jul/2023:16:52:05 +0000] "GET /static/dist/d3.min.js HTTP/1.1" 304 0 "http://localhost:8080/home?status=all" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0"
airflow-airflow-webserver-1  | 172.19.0.1 - - [31/Jul/2023:16:52:06 +0000] "POST /blocked HTTP/1.1" 200 2 "http://localhost:8080/home?status=all" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0"
airflow-airflow-webserver-1  | 172.19.0.1 - - [31/Jul/2023:16:52:06 +0000] "POST /last_dagruns HTTP/1.1" 200 2 "http://localhost:8080/home?status=all" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0"
airflow-airflow-webserver-1  | 172.19.0.1 - - [31/Jul/2023:16:52:06 +0000] "POST /dag_stats HTTP/1.1" 200 8120 "http://localhost:8080/home?status=all" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0"
airflow-airflow-webserver-1  | 172.19.0.1 - - [31/Jul/2023:16:52:06 +0000] "POST /task_stats HTTP/1.1" 200 26005 "http://localhost:8080/home?status=all" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0"
== startdev 2023-07-31T16:52:30Z Start Airflow local containers
Attaching to airflow-airflow-init-1
airflow-airflow-init-1  | 
airflow-airflow-init-1  | DB: postgresql+psycopg2://airflow:***@postgres/airflow
airflow-airflow-init-1  | Performing upgrade with database postgresql+psycopg2://airflow:***@postgres/airflow
airflow-airflow-init-1  | [[34m2023-07-31T16:52:46.548+0000[0m] {[34mmigration.py:[0m213} INFO[0m - Context impl PostgresqlImpl.[0m
airflow-airflow-init-1  | [[34m2023-07-31T16:52:46.548+0000[0m] {[34mmigration.py:[0m220} INFO[0m - Will assume transactional DDL.[0m
airflow-airflow-init-1  | [[34m2023-07-31T16:52:46.557+0000[0m] {[34mdb.py:[0m1591} INFO[0m - Creating tables[0m
airflow-airflow-init-1  | Upgrades done
airflow-airflow-init-1  | airflow already exist in the db
airflow-airflow-init-1  | 2.6.3
airflow-airflow-init-1 exited with code 0
Attaching to airflow-airflow-init-1, airflow-airflow-scheduler-1, airflow-airflow-triggerer-1, airflow-airflow-webserver-1, airflow-airflow-worker-1, airflow-postgres-1, airflow-redis-1
airflow-airflow-init-1       | 
airflow-airflow-init-1       | DB: postgresql+psycopg2://airflow:***@postgres/airflow
airflow-airflow-init-1       | Performing upgrade with database postgresql+psycopg2://airflow:***@postgres/airflow
airflow-airflow-init-1       | [[34m2023-07-31T16:52:58.786+0000[0m] {[34mmigration.py:[0m213} INFO[0m - Context impl PostgresqlImpl.[0m
airflow-airflow-init-1       | [[34m2023-07-31T16:52:58.787+0000[0m] {[34mmigration.py:[0m220} INFO[0m - Will assume transactional DDL.[0m
airflow-airflow-init-1       | [[34m2023-07-31T16:52:58.794+0000[0m] {[34mdb.py:[0m1591} INFO[0m - Creating tables[0m
airflow-airflow-init-1       | Upgrades done
airflow-airflow-init-1       | airflow already exist in the db
airflow-airflow-init-1       | 2.6.3
airflow-airflow-init-1 exited with code 0
airflow-airflow-triggerer-1  | 
airflow-airflow-worker-1     | 
airflow-airflow-webserver-1  | 
airflow-airflow-scheduler-1  | 
airflow-airflow-worker-1     | BACKEND=redis
airflow-airflow-worker-1     | DB_HOST=redis
airflow-airflow-worker-1     | DB_PORT=6379
airflow-airflow-scheduler-1  | BACKEND=redis
airflow-airflow-scheduler-1  | DB_HOST=redis
airflow-airflow-scheduler-1  | DB_PORT=6379
airflow-airflow-scheduler-1  | 
airflow-airflow-worker-1     | 
airflow-airflow-triggerer-1  |   ____________       _____________
airflow-airflow-triggerer-1  |  ____    |__( )_________  __/__  /________      __
airflow-airflow-triggerer-1  | ____  /| |_  /__  ___/_  /_ __  /_  __ \_ | /| / /
airflow-airflow-triggerer-1  | ___  ___ |  / _  /   _  __/ _  / / /_/ /_ |/ |/ /
airflow-airflow-triggerer-1  |  _/_/  |_/_/  /_/    /_/    /_/  \____/____/|__/
airflow-airflow-triggerer-1  | [[34m2023-07-31T16:53:08.660+0000[0m] {[34mtriggerer_job_runner.py:[0m173} INFO[0m - Setting up TriggererHandlerWrapper with handler <FileTaskHandler (NOTSET)>[0m
airflow-airflow-triggerer-1  | [[34m2023-07-31T16:53:08.954+0000[0m] {[34mtriggerer_job_runner.py:[0m229} INFO[0m - Setting up logging queue listener with handlers [<RedirectStdHandler <stdout> (NOTSET)>, <TriggererHandlerWrapper (NOTSET)>][0m
airflow-airflow-triggerer-1  | [[34m2023-07-31T16:53:08.968+0000[0m] {[34mtriggerer_job_runner.py:[0m325} INFO[0m - Starting the triggerer[0m
airflow-airflow-scheduler-1  |   ____________       _____________
airflow-airflow-scheduler-1  |  ____    |__( )_________  __/__  /________      __
airflow-airflow-scheduler-1  | ____  /| |_  /__  ___/_  /_ __  /_  __ \_ | /| / /
airflow-airflow-scheduler-1  | ___  ___ |  / _  /   _  __/ _  / / /_/ /_ |/ |/ /
airflow-airflow-scheduler-1  |  _/_/  |_/_/  /_/    /_/    /_/  \____/____/|__/
airflow-airflow-scheduler-1  | [[34m2023-07-31T16:53:11.141+0000[0m] {[34mexecutor_loader.py:[0m114} INFO[0m - Loaded executor: CeleryExecutor[0m
airflow-airflow-scheduler-1  | [[34m2023-07-31T16:53:11.180+0000[0m] {[34mscheduler_job_runner.py:[0m788} INFO[0m - Starting the scheduler[0m
airflow-airflow-scheduler-1  | [[34m2023-07-31T16:53:11.180+0000[0m] {[34mscheduler_job_runner.py:[0m795} INFO[0m - Processing each file at most -1 times[0m
airflow-airflow-scheduler-1  | [[34m2023-07-31T16:53:11.185+0000[0m] {[34mmanager.py:[0m165} INFO[0m - Launched DagFileProcessorManager with pid: 29[0m
airflow-airflow-scheduler-1  | [[34m2023-07-31T16:53:11.188+0000[0m] {[34mscheduler_job_runner.py:[0m1553} INFO[0m - Resetting orphaned tasks for active dag runs[0m
airflow-airflow-scheduler-1  | [[34m2023-07-31T16:53:11.192+0000[0m] {[34msettings.py:[0m60} INFO[0m - Configured default timezone Timezone('UTC')[0m
airflow-airflow-worker-1     |  
airflow-airflow-worker-1     |  -------------- celery@1f69c81681e2 v5.2.7 (dawn-chorus)
airflow-airflow-worker-1     | --- ***** ----- 
airflow-airflow-worker-1     | -- ******* ---- Linux-5.19.0-50-generic-x86_64-with-debian-11.7 2023-07-31 16:53:11
airflow-airflow-worker-1     | - *** --- * --- 
airflow-airflow-worker-1     | - ** ---------- [config]
airflow-airflow-worker-1     | - ** ---------- .> app:         airflow.executors.celery_executor:0x7f0ecad3c9d0
